Token, Name(Lexeme), Type, Line Number, Scope, Dims(If array), ScopeINFO(Child), ScopeINFO(Parent) << Offsets
IDENTIFIER, a, int, 4, 3, 0, 0
IDENTIFIER, args, String, 2, 3, 1, 0
IDENTIFIER, b, int, 5, 3, 0, 4
IDENTIFIER, c, int, 6, 3, 0, 8
IDENTIFIER, d, int, 7, 3, 0, 12
identifier - method ofifelse, main, void, 21, -1, 0, 0
, , , , , , 1, 0, 
, , , , , , 2, 1, 
, , , , , , 3, 2, 
, , , , , , 4, 3, 
, , , , , , 5, 3, 
, , , , , , 6, 3, 
, , , , , , 7, 3, 
