Token, Name(Lexeme), Type, Line Number, Scope, Dims(If array), ScopeINFO(Child), ScopeINFO(Parent) 
IDENTIFIER, a, int, 16, 4, 0
IDENTIFIER, arr, int, 13, 4, 1
IDENTIFIER, b, int, 17, 4, 0
IDENTIFIER, d, int, 18, 4, 0
IDENTIFIER, e, int, 26, 4, 0
IDENTIFIER, e, int, 20, 6, 0
IDENTIFIER, e, int, 23, 7, 0
IDENTIFIER, f, int, 25, 8, 0
identifier - method offunctionandIfElse, function1, int, 0, -1, 0
IDENTIFIER, j, int, 4, 3, 0
IDENTIFIER, k, int, 5, 3, 0
identifier - method offunctionandIfElse, main, void, 0, -1, 0
IDENTIFIER, n, int, 27, 4, 0
, , , , , , 1, 0
, , , , , , 2, 1
, , , , , , 3, 2
, , , , , , 4, 2
, , , , , , 5, 4
, , , , , , 6, 4
, , , , , , 7, 4
, , , , , , 8, 4
, , , , , , 9, 4
, , , , , , 10, 4
