Token, Name(Lexeme), Type, Line Number, Scope, Dims(If array), ScopeINFO(Child), ScopeINFO(Parent) 
IDENTIFIER, a, int, 3, 3, 0
IDENTIFIER, args, String, 2, 3, 1
IDENTIFIER, b, int, 4, 3, 0
IDENTIFIER, c, int, 5, 3, 0
IDENTIFIER, d, float, 6, 3, 0
IDENTIFIER, e, float, 7, 3, 0
identifier - method ofVariableDec, main, void, 0, -1, 0
, , , , , , 1, 0
, , , , , , 2, 1
, , , , , , 3, 2
